full_path,path,class
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0123.jpg,my_dataset\dataset\cat_0123.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0124.jpg,my_dataset\dataset\cat_0124.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0125.jpg,my_dataset\dataset\cat_0125.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0126.jpg,my_dataset\dataset\cat_0126.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0127.jpg,my_dataset\dataset\cat_0127.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0128.jpg,my_dataset\dataset\cat_0128.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0129.jpg,my_dataset\dataset\cat_0129.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0130.jpg,my_dataset\dataset\cat_0130.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0131.jpg,my_dataset\dataset\cat_0131.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0132.jpg,my_dataset\dataset\cat_0132.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0133.jpg,my_dataset\dataset\cat_0133.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0134.jpg,my_dataset\dataset\cat_0134.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0135.jpg,my_dataset\dataset\cat_0135.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0136.jpg,my_dataset\dataset\cat_0136.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0137.jpg,my_dataset\dataset\cat_0137.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0138.jpg,my_dataset\dataset\cat_0138.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0139.jpg,my_dataset\dataset\cat_0139.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0140.jpg,my_dataset\dataset\cat_0140.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0141.jpg,my_dataset\dataset\cat_0141.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0142.jpg,my_dataset\dataset\cat_0142.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0143.jpg,my_dataset\dataset\cat_0143.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0144.jpg,my_dataset\dataset\cat_0144.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0145.jpg,my_dataset\dataset\cat_0145.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0146.jpg,my_dataset\dataset\cat_0146.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0147.jpg,my_dataset\dataset\cat_0147.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0148.jpg,my_dataset\dataset\cat_0148.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0149.jpg,my_dataset\dataset\cat_0149.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0150.jpg,my_dataset\dataset\cat_0150.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0151.jpg,my_dataset\dataset\cat_0151.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0152.jpg,my_dataset\dataset\cat_0152.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0153.jpg,my_dataset\dataset\cat_0153.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0154.jpg,my_dataset\dataset\cat_0154.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0155.jpg,my_dataset\dataset\cat_0155.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0156.jpg,my_dataset\dataset\cat_0156.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0157.jpg,my_dataset\dataset\cat_0157.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0158.jpg,my_dataset\dataset\cat_0158.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0159.jpg,my_dataset\dataset\cat_0159.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0160.jpg,my_dataset\dataset\cat_0160.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0161.jpg,my_dataset\dataset\cat_0161.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0162.jpg,my_dataset\dataset\cat_0162.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0163.jpg,my_dataset\dataset\cat_0163.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0164.jpg,my_dataset\dataset\cat_0164.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0165.jpg,my_dataset\dataset\cat_0165.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0166.jpg,my_dataset\dataset\cat_0166.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0167.jpg,my_dataset\dataset\cat_0167.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0168.jpg,my_dataset\dataset\cat_0168.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0169.jpg,my_dataset\dataset\cat_0169.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0170.jpg,my_dataset\dataset\cat_0170.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0171.jpg,my_dataset\dataset\cat_0171.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0172.jpg,my_dataset\dataset\cat_0172.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0173.jpg,my_dataset\dataset\cat_0173.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0174.jpg,my_dataset\dataset\cat_0174.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0175.jpg,my_dataset\dataset\cat_0175.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0176.jpg,my_dataset\dataset\cat_0176.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0177.jpg,my_dataset\dataset\cat_0177.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0178.jpg,my_dataset\dataset\cat_0178.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0179.jpg,my_dataset\dataset\cat_0179.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0180.jpg,my_dataset\dataset\cat_0180.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0181.jpg,my_dataset\dataset\cat_0181.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0182.jpg,my_dataset\dataset\cat_0182.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0183.jpg,my_dataset\dataset\cat_0183.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0184.jpg,my_dataset\dataset\cat_0184.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0185.jpg,my_dataset\dataset\cat_0185.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0186.jpg,my_dataset\dataset\cat_0186.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0187.jpg,my_dataset\dataset\cat_0187.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0188.jpg,my_dataset\dataset\cat_0188.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0189.jpg,my_dataset\dataset\cat_0189.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0190.jpg,my_dataset\dataset\cat_0190.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0191.jpg,my_dataset\dataset\cat_0191.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0192.jpg,my_dataset\dataset\cat_0192.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0193.jpg,my_dataset\dataset\cat_0193.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0194.jpg,my_dataset\dataset\cat_0194.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0195.jpg,my_dataset\dataset\cat_0195.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0196.jpg,my_dataset\dataset\cat_0196.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0197.jpg,my_dataset\dataset\cat_0197.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0198.jpg,my_dataset\dataset\cat_0198.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0199.jpg,my_dataset\dataset\cat_0199.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0200.jpg,my_dataset\dataset\cat_0200.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0201.jpg,my_dataset\dataset\cat_0201.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0202.jpg,my_dataset\dataset\cat_0202.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0203.jpg,my_dataset\dataset\cat_0203.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0204.jpg,my_dataset\dataset\cat_0204.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0205.jpg,my_dataset\dataset\cat_0205.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0206.jpg,my_dataset\dataset\cat_0206.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0207.jpg,my_dataset\dataset\cat_0207.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0208.jpg,my_dataset\dataset\cat_0208.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0209.jpg,my_dataset\dataset\cat_0209.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0210.jpg,my_dataset\dataset\cat_0210.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0211.jpg,my_dataset\dataset\cat_0211.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0212.jpg,my_dataset\dataset\cat_0212.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0213.jpg,my_dataset\dataset\cat_0213.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0214.jpg,my_dataset\dataset\cat_0214.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0215.jpg,my_dataset\dataset\cat_0215.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0216.jpg,my_dataset\dataset\cat_0216.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0217.jpg,my_dataset\dataset\cat_0217.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0218.jpg,my_dataset\dataset\cat_0218.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0219.jpg,my_dataset\dataset\cat_0219.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0220.jpg,my_dataset\dataset\cat_0220.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0221.jpg,my_dataset\dataset\cat_0221.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0222.jpg,my_dataset\dataset\cat_0222.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0223.jpg,my_dataset\dataset\cat_0223.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset\dataset\cat_0224.jpg,my_dataset\dataset\cat_0224.jpg,cat
