full_path,path,class
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3001.jpg,my_dataset2\dataset\3001.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4414.jpg,my_dataset2\dataset\4414.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\91.jpg,my_dataset2\dataset\91.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\19.jpg,my_dataset2\dataset\19.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4460.jpg,my_dataset2\dataset\4460.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3874.jpg,my_dataset2\dataset\3874.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1160.jpg,my_dataset2\dataset\1160.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\92.jpg,my_dataset2\dataset\92.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7238.jpg,my_dataset2\dataset\7238.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4237.jpg,my_dataset2\dataset\4237.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4468.jpg,my_dataset2\dataset\4468.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9882.jpg,my_dataset2\dataset\9882.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2412.jpg,my_dataset2\dataset\2412.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6888.jpg,my_dataset2\dataset\6888.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\464.jpg,my_dataset2\dataset\464.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\200.jpg,my_dataset2\dataset\200.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8738.jpg,my_dataset2\dataset\8738.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2597.jpg,my_dataset2\dataset\2597.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6296.jpg,my_dataset2\dataset\6296.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2755.jpg,my_dataset2\dataset\2755.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4922.jpg,my_dataset2\dataset\4922.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\209.jpg,my_dataset2\dataset\209.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5728.jpg,my_dataset2\dataset\5728.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8776.jpg,my_dataset2\dataset\8776.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7331.jpg,my_dataset2\dataset\7331.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\656.jpg,my_dataset2\dataset\656.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2393.jpg,my_dataset2\dataset\2393.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9047.jpg,my_dataset2\dataset\9047.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9421.jpg,my_dataset2\dataset\9421.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\724.jpg,my_dataset2\dataset\724.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\639.jpg,my_dataset2\dataset\639.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1135.jpg,my_dataset2\dataset\1135.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1334.jpg,my_dataset2\dataset\1334.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9624.jpg,my_dataset2\dataset\9624.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5331.jpg,my_dataset2\dataset\5331.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\156.jpg,my_dataset2\dataset\156.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1786.jpg,my_dataset2\dataset\1786.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3754.jpg,my_dataset2\dataset\3754.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8534.jpg,my_dataset2\dataset\8534.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3439.jpg,my_dataset2\dataset\3439.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9035.jpg,my_dataset2\dataset\9035.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6602.jpg,my_dataset2\dataset\6602.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2759.jpg,my_dataset2\dataset\2759.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6833.jpg,my_dataset2\dataset\6833.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4594.jpg,my_dataset2\dataset\4594.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7273.jpg,my_dataset2\dataset\7273.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9447.jpg,my_dataset2\dataset\9447.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6883.jpg,my_dataset2\dataset\6883.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3937.jpg,my_dataset2\dataset\3937.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9607.jpg,my_dataset2\dataset\9607.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8247.jpg,my_dataset2\dataset\8247.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9517.jpg,my_dataset2\dataset\9517.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1780.jpg,my_dataset2\dataset\1780.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9207.jpg,my_dataset2\dataset\9207.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9992.jpg,my_dataset2\dataset\9992.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7162.jpg,my_dataset2\dataset\7162.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3049.jpg,my_dataset2\dataset\3049.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3545.jpg,my_dataset2\dataset\3545.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2581.jpg,my_dataset2\dataset\2581.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3210.jpg,my_dataset2\dataset\3210.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1065.jpg,my_dataset2\dataset\1065.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8162.jpg,my_dataset2\dataset\8162.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1517.jpg,my_dataset2\dataset\1517.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3260.jpg,my_dataset2\dataset\3260.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3550.jpg,my_dataset2\dataset\3550.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7846.jpg,my_dataset2\dataset\7846.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2608.jpg,my_dataset2\dataset\2608.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2748.jpg,my_dataset2\dataset\2748.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1324.jpg,my_dataset2\dataset\1324.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7916.jpg,my_dataset2\dataset\7916.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5882.jpg,my_dataset2\dataset\5882.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7461.jpg,my_dataset2\dataset\7461.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\403.jpg,my_dataset2\dataset\403.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9237.jpg,my_dataset2\dataset\9237.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8468.jpg,my_dataset2\dataset\8468.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7567.jpg,my_dataset2\dataset\7567.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1568.jpg,my_dataset2\dataset\1568.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3166.jpg,my_dataset2\dataset\3166.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9308.jpg,my_dataset2\dataset\9308.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1875.jpg,my_dataset2\dataset\1875.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9078.jpg,my_dataset2\dataset\9078.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4546.jpg,my_dataset2\dataset\4546.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9151.jpg,my_dataset2\dataset\9151.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6469.jpg,my_dataset2\dataset\6469.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\936.jpg,my_dataset2\dataset\936.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6659.jpg,my_dataset2\dataset\6659.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5792.jpg,my_dataset2\dataset\5792.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9004.jpg,my_dataset2\dataset\9004.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7532.jpg,my_dataset2\dataset\7532.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\760.jpg,my_dataset2\dataset\760.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1146.jpg,my_dataset2\dataset\1146.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2706.jpg,my_dataset2\dataset\2706.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3676.jpg,my_dataset2\dataset\3676.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1980.jpg,my_dataset2\dataset\1980.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5689.jpg,my_dataset2\dataset\5689.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7205.jpg,my_dataset2\dataset\7205.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7226.jpg,my_dataset2\dataset\7226.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1246.jpg,my_dataset2\dataset\1246.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7439.jpg,my_dataset2\dataset\7439.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7317.jpg,my_dataset2\dataset\7317.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7426.jpg,my_dataset2\dataset\7426.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8350.jpg,my_dataset2\dataset\8350.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7906.jpg,my_dataset2\dataset\7906.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9124.jpg,my_dataset2\dataset\9124.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9491.jpg,my_dataset2\dataset\9491.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4814.jpg,my_dataset2\dataset\4814.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1301.jpg,my_dataset2\dataset\1301.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2532.jpg,my_dataset2\dataset\2532.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5151.jpg,my_dataset2\dataset\5151.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5906.jpg,my_dataset2\dataset\5906.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9192.jpg,my_dataset2\dataset\9192.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\891.jpg,my_dataset2\dataset\891.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6839.jpg,my_dataset2\dataset\6839.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2945.jpg,my_dataset2\dataset\2945.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\285.jpg,my_dataset2\dataset\285.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6242.jpg,my_dataset2\dataset\6242.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2955.jpg,my_dataset2\dataset\2955.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9750.jpg,my_dataset2\dataset\9750.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7215.jpg,my_dataset2\dataset\7215.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\762.jpg,my_dataset2\dataset\762.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2382.jpg,my_dataset2\dataset\2382.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\186.jpg,my_dataset2\dataset\186.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1944.jpg,my_dataset2\dataset\1944.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6466.jpg,my_dataset2\dataset\6466.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4219.jpg,my_dataset2\dataset\4219.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4971.jpg,my_dataset2\dataset\4971.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6506.jpg,my_dataset2\dataset\6506.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\6039.jpg,my_dataset2\dataset\6039.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1555.jpg,my_dataset2\dataset\1555.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7638.jpg,my_dataset2\dataset\7638.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4090.jpg,my_dataset2\dataset\4090.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5380.jpg,my_dataset2\dataset\5380.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8906.jpg,my_dataset2\dataset\8906.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5421.jpg,my_dataset2\dataset\5421.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4876.jpg,my_dataset2\dataset\4876.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\3640.jpg,my_dataset2\dataset\3640.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4903.jpg,my_dataset2\dataset\4903.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5731.jpg,my_dataset2\dataset\5731.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9300.jpg,my_dataset2\dataset\9300.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7673.jpg,my_dataset2\dataset\7673.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7381.jpg,my_dataset2\dataset\7381.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8761.jpg,my_dataset2\dataset\8761.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7374.jpg,my_dataset2\dataset\7374.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1562.jpg,my_dataset2\dataset\1562.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\736.jpg,my_dataset2\dataset\736.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1601.jpg,my_dataset2\dataset\1601.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4482.jpg,my_dataset2\dataset\4482.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\2744.jpg,my_dataset2\dataset\2744.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1542.jpg,my_dataset2\dataset\1542.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8825.jpg,my_dataset2\dataset\8825.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\895.jpg,my_dataset2\dataset\895.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5382.jpg,my_dataset2\dataset\5382.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\5086.jpg,my_dataset2\dataset\5086.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7443.jpg,my_dataset2\dataset\7443.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7433.jpg,my_dataset2\dataset\7433.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\8309.jpg,my_dataset2\dataset\8309.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9244.jpg,my_dataset2\dataset\9244.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\7779.jpg,my_dataset2\dataset\7779.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\4031.jpg,my_dataset2\dataset\4031.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1599.jpg,my_dataset2\dataset\1599.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\1329.jpg,my_dataset2\dataset\1329.jpg,cat
C:\Users\Professional\Desktop\lab python\my_dataset2\dataset\9163.jpg,my_dataset2\dataset\9163.jpg,cat
